chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
64.028913,42.41574,21.613176,19.652206,62.067944,54,blackbody_0.1.dat
60.220407,42.49995,17.720478,15.38936,57.889312,58,blackbody_0.11.dat
57.329337,42.58245,14.746887,11.995648,54.578071,61,blackbody_0.12.dat
55.22283,42.67836,12.544461,9.332729,52.011085,64,blackbody_0.13.dat
53.778816,42.7818,10.997037,7.291823,50.073617,67,blackbody_0.14.dat
52.907712,42.89589,10.011816,5.785913,48.681788,70,blackbody_0.15.dat
52.519467,43.00596,9.513513,4.744292,47.750276,72,blackbody_0.16.dat
52.550667,43.11042,9.440235,4.108776,47.219215,75,blackbody_0.17.dat
52.979823,43.23927,9.740547,3.830946,47.070216,77,blackbody_0.18.dat
53.716143,43.34493,10.371231,3.870055,47.214997,80,blackbody_0.19.dat
54.759666,43.464,11.295675,4.191572,47.655556,82,blackbody_0.2.dat
56.078763,43.59615,12.482595,4.765922,48.362071,84,blackbody_0.21.dat
57.619146,43.71408,13.905072,5.567646,49.281706,87,blackbody_0.22.dat
59.3697,43.82994,15.539787,6.574659,50.404582,89,blackbody_0.23.dat
61.316775,43.95036,17.366409,7.767697,51.718045,91,blackbody_0.24.dat
63.440247,44.07312,19.367145,9.129869,53.203003,93,blackbody_0.25.dat
65.723814,44.19753,21.526299,10.646258,54.843768,95,blackbody_0.26.dat
68.154021,44.32401,23.830002,12.303683,56.627686,97,blackbody_0.27.dat
70.719987,44.45406,26.265942,14.090398,58.544471,99,blackbody_0.28.dat
73.406346,44.58327,28.823103,15.995931,60.579175,100,blackbody_0.29.dat
76.18806,44.6964,31.491657,18.010881,62.707304,102,blackbody_0.3.dat
79.078623,44.81586,34.262766,20.126813,64.942659,104,blackbody_0.31.dat
82.074174,44.94576,37.128447,22.336097,67.281836,106,blackbody_0.32.dat
85.158333,45.07683,40.0815,24.631838,69.708666,107,blackbody_0.33.dat
88.303566,45.18816,43.115409,27.007785,72.195954,109,blackbody_0.34.dat
91.543491,45.31923,46.224234,29.45824,74.777481,111,blackbody_0.35.dat
94.843242,45.4407,49.402566,31.978023,77.418726,112,blackbody_0.36.dat
98.205783,45.56028,52.645473,34.562381,80.122686,114,blackbody_0.37.dat
101.639967,45.69153,55.948446,37.206967,82.8985,115,blackbody_0.38.dat
105.112293,45.80496,59.307336,39.907791,85.71272,117,blackbody_0.39.dat
108.654351,45.93603,62.718336,42.661178,88.597203,118,blackbody_0.4.dat
112.228623,46.05069,66.177945,45.463754,91.514431,120,blackbody_0.41.dat
115.85769,46.17477,69.682932,48.31239,94.487159,121,blackbody_0.42.dat
119.530047,46.29972,73.230309,51.204202,97.503954,123,blackbody_0.43.dat
123.229821,46.41249,76.817322,54.136516,100.549017,124,blackbody_0.44.dat
126.988251,46.54683,80.441415,57.10684,103.653687,125,blackbody_0.45.dat
130.757172,46.65696,84.100203,60.112878,106.769827,127,blackbody_0.46.dat
134.565522,46.77402,87.79149,63.152488,109.926482,128,blackbody_0.47.dat
138.419385,46.90614,91.51326,66.223661,113.129831,129,blackbody_0.48.dat
142.281555,47.01807,95.26347,69.324542,116.342615,131,blackbody_0.49.dat
146.171142,47.13066,99.0405,72.45336,119.584037,132,blackbody_0.5.dat
150.096414,47.25384,102.84255,75.60861,122.862422,133,blackbody_0.51.dat
154.053822,47.38563,106.66818,78.78857,126.174218,134,blackbody_0.52.dat
158.00655,47.49072,110.51586,81.99198,129.482684,136,blackbody_0.53.dat
161.986578,47.60235,114.38424,85.21744,132.819788,137,blackbody_0.54.dat
165.99219,47.72016,118.27206,88.46369,136.183828,138,blackbody_0.55.dat
170.020812,47.84274,122.17806,91.72954,139.572288,139,blackbody_0.56.dat
174.070143,47.96895,126.10116,95.01394,142.982874,140,blackbody_0.57.dat
178.117836,48.07752,130.04028,98.31577,146.393275,142,blackbody_0.58.dat
182.180973,48.18648,133.99452,101.63405,149.820548,143,blackbody_0.59.dat
186.261075,48.29829,137.9628,104.96794,153.26621,144,blackbody_0.6.dat
190.356426,48.41217,141.94422,108.31646,156.728596,145,blackbody_0.61.dat
194.465544,48.52743,145.93815,111.67884,160.206263,146,blackbody_0.62.dat
198.587103,48.64356,149.94351,115.05424,163.697805,147,blackbody_0.63.dat
202.719894,48.76005,153.95985,118.44203,167.202038,148,blackbody_0.64.dat
206.862747,48.87651,157.98627,121.84137,170.717889,149,blackbody_0.65.dat
211.014687,48.99258,162.02214,125.2517,174.244285,150,blackbody_0.66.dat
215.174817,49.10799,166.06683,128.67239,177.780375,151,blackbody_0.67.dat
219.342357,49.22256,170.1198,132.10274,181.325345,152,blackbody_0.68.dat
223.51329,49.33287,174.18042,135.54233,184.875236,154,blackbody_0.69.dat
227.691243,49.44306,178.24815,138.99053,188.4336,155,blackbody_0.7.dat
231.876177,49.55361,182.32254,142.44685,192.000474,156,blackbody_0.71.dat
236.067585,49.66446,186.40314,145.9108,195.575303,157,blackbody_0.72.dat
240.264999,49.77564,190.48932,149.38196,199.157606,158,blackbody_0.73.dat
244.468068,49.88721,194.5809,152.85984,202.74705,159,blackbody_0.74.dat
248.671683,49.99446,198.67725,156.34409,206.338529,159,blackbody_0.75.dat
252.878847,50.10084,202.77801,159.83422,209.93504,160,blackbody_0.76.dat
257.089521,50.20662,206.88291,163.32988,213.536509,161,blackbody_0.77.dat
261.30351,50.31201,210.9915,166.83072,217.142751,162,blackbody_0.78.dat
265.520736,50.41725,215.10351,170.33646,220.753729,163,blackbody_0.79.dat
269.741121,50.52261,219.21849,173.84668,224.369295,164,blackbody_0.8.dat
273.964665,50.62833,223.33635,177.36117,227.989449,165,blackbody_0.81.dat
278.191329,50.73474,227.45664,180.87951,231.614228,166,blackbody_0.82.dat
282.421191,50.84214,231.57909,184.40142,235.243595,167,blackbody_0.83.dat
286.654329,50.95086,235.70343,187.92676,238.877624,168,blackbody_0.84.dat
290.890782,51.06129,239.82948,191.45518,242.516463,169,blackbody_0.85.dat
295.130745,51.17373,243.95697,194.9864,246.160149,170,blackbody_0.86.dat
299.366808,51.28113,248.08563,198.52028,249.80143,170,blackbody_0.87.dat
303.593901,51.37857,252.21537,202.05654,253.435089,171,blackbody_0.88.dat
307.823958,51.47823,256.34574,205.5949,257.073114,172,blackbody_0.89.dat
312.057252,51.5805,260.47674,209.13522,260.715727,173,blackbody_0.9.dat
316.293939,51.68586,264.6081,212.67729,264.363187,174,blackbody_0.91.dat
320.534409,51.79476,268.73964,216.22097,268.015716,175,blackbody_0.92.dat
324.778857,51.90765,272.87127,219.76598,271.673647,176,blackbody_0.93.dat
329.009655,52.00701,277.00263,223.31225,275.319257,176,blackbody_0.94.dat
333.235968,52.1022,281.13372,226.8595,278.961685,177,blackbody_0.95.dat
337.466298,52.20186,285.26445,230.40766,282.609515,178,blackbody_0.96.dat
341.700996,52.30656,289.39446,233.95652,286.263043,179,blackbody_0.97.dat
345.940491,52.41675,293.52375,237.50594,289.922713,180,blackbody_0.98.dat
350.17515,52.52301,297.65214,241.05578,293.578794,180,blackbody_0.99.dat
354.504852,52.7253,301.77954,244.60597,297.33126,180,blackbody_1.0.dat